,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
207,2016-04-09,1,6,1,4,4,1,1,28,"In section 75 in row 12 Cell 36, the worker performs anode lifting to correct short circuit, using the auxiliary hoist and nylon sling, at which time the sling is released from the anode and hits the back of the right hand causing it the injury. Worker is seen in the Medical and transferred to a clinic for external evaluation.",1,4,9,3,13,1,2,"['section', 'row', 'cell', 'worker', 'perform', 'anode', 'lift', 'correct', 'short', 'circuit', 'use', 'auxiliary', 'hoist', 'nylon', 'sling', 'time', 'sling', 'release', 'anode', 'hit', 'back', 'right', 'hand', 'cause', 'injury', 'worker', 'see', 'medical', 'transfer', 'clinic', 'external', 'evaluation']",section row cell worker perform anode lift correct short circuit use auxiliary hoist nylon sling time sling release anode hit back right hand cause injury worker see medical transfer clinic external evaluation
208,2016-06-09,2,2,2,1,2,1,1,16,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,1,6,9,5,22,4,2,"['check', 'list', 'area', 'survey', 'operator', 'slip', 'foliage', 'leucenas', 'fell']",check list area survey operator slip foliage leucenas fell
209,2016-05-09,2,5,1,1,2,0,1,31,By participating in the general DDS held in the outside area of ​​the central locker room the employee was bitten by a bee.,1,5,9,2,18,1,2,"['participate', 'general', 'dds', 'hold', 'outside', 'area', 'central', 'locker', 'room', 'employee', 'bite', 'bee']",participate general dds hold outside area central locker room employee bite bee
210,2016-06-09,2,7,2,1,2,1,1,16,"The employee reports that when performing the maintenance activity of pump on the tunnel of the TC-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. Reaching the lower part of your left leg, causing the injury.",1,6,9,5,22,4,2,"['employee', 'report', 'perform', 'maintenance', 'activity', 'pump', 'tunnel', 'pull', 'rotor', 'strike', 'piece', 'mallet', 'slip', 'hand', 'reach', 'lower', 'part', 'leave', 'leg', 'cause', 'injury']",employee report perform maintenance activity pump tunnel pull rotor strike piece mallet slip hand reach lower part leave leg cause injury
211,2016-09-13,1,3,2,1,4,1,2,16,"When trying to release the pipe (HDP pipe, 50m long and 2 ""diameter) stuck in the support mesh, the master loader and his assistant pull the pipe to release it, when the pipe is released hits the lateral part of the cheekbone and the eyelid worker's right generating the described injury.",1,9,13,6,36,2,3,"['try', 'release', 'pipe', 'hdp', 'pipe', 'long', 'diameter', 'stick', 'support', 'mesh', 'master', 'loader', 'assistant', 'pull', 'pipe', 'release', 'pipe', 'release', 'hit', 'lateral', 'part', 'cheekbone', 'eyelid', 'worker', 'right', 'generate', 'describe', 'injury']",try release pipe hdp pipe long diameter stick support mesh master loader assistant pull pipe release pipe release hit lateral part cheekbone eyelid worker right generate describe injury
212,2016-12-09,1,11,3,3,4,0,1,16,"In the city of Conchucos, of Ancash, participating in a patronal feast, representing the company, was mounted on a horse as part of the ceremony throwing fruits and toys to the people attending this public event, the noise of the materials pyrotechnics and people trying to collect the gifts caused the horse in front and very close to her horse to be frightened and kicked back hitting the lower limbs.",1,12,9,1,48,3,4,"['city', 'conchucos', 'ancash', 'participate', 'patronal', 'feast', 'represent', 'company', 'mount', 'horse', 'part', 'ceremony', 'throw', 'fruit', 'toy', 'people', 'attend', 'public', 'event', 'noise', 'materials', 'pyrotechnics', 'people', 'try', 'collect', 'gift', 'cause', 'horse', 'front', 'close', 'horse', 'frighten', 'kick', 'back', 'hit', 'lower', 'limbs']",city conchucos ancash participate patronal feast represent company mount horse part ceremony throw fruit toy people attend public event noise materials pyrotechnics people try collect gift cause horse front close horse frighten kick back hit lower limbs
213,2016-09-13,2,5,1,1,2,1,1,28,"employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest, the strap was contaminated with caustic soda and caused a 1st degree burn.",1,9,13,6,36,2,3,"['employee', 'remove', 'strap', 'chemical', 'container', 'project', 'toward', 'reach', 'lower', 'lip', 'anterior', 'chest', 'strap', 'contaminate', 'caustic', 'soda', 'cause', 'degree', 'burn']",employee remove strap chemical container project toward reach lower lip anterior chest strap contaminate caustic soda cause degree burn
214,2016-09-15,3,10,3,1,1,1,2,16,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",1,9,15,5,36,2,3,"['cut', 'vegetation', 'open', 'bite', 'use', 'sickle', 'assistant', 'strike', 'vine', 'twice', 'liana', 'rupture', 'top', 'branch', 'project', 'face', 'auxiliary', 'cause', 'cut', 'upper', 'lip']",cut vegetation open bite use sickle assistant strike vine twice liana rupture top branch project face auxiliary cause cut upper lip
215,2016-09-17,1,6,1,1,2,1,2,20,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",1,9,17,3,36,2,3,"['september', 'approximately', 'preventive', 'maintenance', 'debark', 'machine', 'bear', 'assembly', 'make', 'anode', 'clean', 'roller', 'fit', 'bear', 'final', 'position', 'staff', 'use', 'chisel', 'pound', 'rope', 'position', 'bear', 'worker', 'place', 'leave', 'hand', 'near', 'head', 'chisel', 'warp', 'circumstances', 'splinter', 'embed', 'proximal', 'part', 'thumb', 'leave', 'hand', 'immediately', 'collaborator', 'communicate', 'supervisor', 'evacuate', 'medical', 'review']",september approximately preventive maintenance debark machine bear assembly make anode clean roller fit bear final position staff use chisel pound rope position bear worker place leave hand near head chisel warp circumstances splinter embed proximal part thumb leave hand immediately collaborator communicate supervisor evacuate medical review
216,2016-09-16,2,5,1,2,4,1,1,21,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",1,9,16,1,36,2,3,"['employee', 'report', 'monitor', 'existence', 'borehole', 'tube', 'thermal', 'recovery', 'boiler', 'ustulation', 'area', 'side', 'window', 'strike', 'projection', 'heat', 'air', 'reach', 'face', 'right', 'forearm']",employee report monitor existence borehole tube thermal recovery boiler ustulation area side window strike projection heat air reach face right forearm
217,2016-09-20,3,10,3,1,1,1,2,9,"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The employee was referred to the local hospital, medicated and released for the activities.",1,9,20,6,37,2,3,"['collaborator', 'around', 'clean', 'leave', 'return', 'well', 'borehole', 'brapdd', 'slip', 'canvas', 'edge', 'well', 'hit', 'right', 'side', 'back', 'metal', 'structure', 'mud', 'swathe', 'box', 'cause', 'slight', 'excoriation', 'employee', 'refer', 'local', 'hospital', 'medicate', 'release', 'activities']",collaborator around clean leave return well borehole brapdd slip canvas edge well hit right side back metal structure mud swathe box cause slight excoriation employee refer local hospital medicate release activities
218,2016-09-20,2,5,1,1,2,1,3,2,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",1,9,20,6,37,2,3,"['employee', 'perform', 'maintenance', 'blower', 'residual', 'water', 'projection', 'occur', 'face', 'attempt', 'remove', 'ppe', 'injure', 'person', 'contact', 'contaminate', 'gloves', 'right', 'eye', 'cause', 'irritation']",employee perform maintenance blower residual water projection occur face attempt remove ppe injure person contact contaminate gloves right eye cause irritation
219,2016-09-20,1,6,1,1,2,1,2,16,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",1,9,20,6,37,2,3,"['lubricate', 'technician', 'alfredo', 'make', 'oil', 'fill', 'reducer', 'notice', 'oil', 'leak', 'tear', 'connection', 'hose', 'reducer', 'correct', 'leak', 'work', 'finish', 'lubricants', 'workshop', 'remove', 'gloves', 'observe', 'hand', 'affect', 'contact', 'hot', 'surface', 'medical', 'center', 'treat']",lubricate technician alfredo make oil fill reducer notice oil leak tear connection hose reducer correct leak work finish lubricants workshop remove gloves observe hand affect contact hot surface medical center treat
220,2016-09-21,1,3,2,1,3,1,2,16,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",1,9,21,7,37,2,3,"['maintenance', 'access', 'moment', 'assistant', 'place', 'mini', 'split', 'set', 'adapter', 'clamp', 'lock', 'return', 'initial', 'position', 'hit', 'collaborator', 'hand', 'cause', 'describe', 'injury', 'time', 'accident', 'team', 'sustain', 'area', 'arm', 'jumbo', 'height', 'floor', 'employee', 'wear', 'rubber', 'gloves']",maintenance access moment assistant place mini split set adapter clamp lock return initial position hit collaborator hand cause describe injury time accident team sustain area arm jumbo height floor employee wear rubber gloves
221,2016-09-21,2,5,1,2,3,1,2,15,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",1,9,21,7,37,2,3,"['employee', 'prepare', 'rice', 'use', 'utensil', 'type', 'skimmer', 'stir', 'inside', 'pressure', 'cooker', 'part', 'cable', 'break', 'reach', 'hand', 'cause', 'blunt', 'cut']",employee prepare rice use utensil type skimmer stir inside pressure cooker part cable break reach hand cause blunt cut
