Injury Level,Final Narrative
2,An employee was walking when he tripped over the forks of a forklift and fell on his face.
2,"An employee was performing maintenance work on an MRI machine. He had to cross electrical points, and received a discharge burn on his right hand and arm."
2,"While standing and talking, an employee's foot slipped off of the edge of the sidewalk. He fell into the parking lot, breaking his right femur and hip."
2,"An employee suffered a leg injury after being pinned between a concrete form and a concrete truck at or near 25 Airport Road in Minot, North Dakota."
2,"On 06/29/2015, at approximately 3:00 p.m., an employee slipped in the kitchen area, fracturing the lower left leg while placing dishes in the dish rack. The employee was hospitalized."
2,"On May 29, 2015, an employee was working inside a sulpha treat reactor vessel using a high pressure (5000 PSI) water sprayer gun to cut off the congealed catalyst material inside. The employee slipped and fell; the high-pressure water sprayer hit the employee's right foot and punctured a hole through the rubber boot. The employee sustained a puncture open wound on the right foot, second toe. The employee was hospitalized and received treatment."
2,An employee was burned by an arc flash/blast while troubleshooting an electrical problem.
2,An employee tripped over a box that was next to her desk. She was hospitalized and underwent surgery for a fractured elbow.
2,"An employee suffered a fractured leg after getting pinned between a semi truck and a tank at or near 58th Street NW in Williston, North Dakota."
1,An employee suffered an amputation to the right-hand index finger and an injury to the left-hand middle finger when a light curtain failed to protect the point of operation from a press in the manufacturing operation.
1,An employee sustained a partial amputation while bundling steel.
2,Employees were removing a drill pin from the drill rig equipment when an employee stuck his left hand in the metal mold. He sustained an amputation to his left index finger and middle finger behind the fingernail.
2,An employee suffered a crushed-by-type injury while preparing to perform cleaning operations on the fabric calendar line.
2,"An employee slipped and fell while descending the mezzanine work area using a stairway with metal rungs for steps, breaking two ribs."
2,"An employee turned to get a pack of cigarettes and fell, breaking her hip."
