,Level,input_text_clean
9973,1,employee adjusting film back matrix machine left index finger caught pulley belt sustained amputation left index finger
9974,1,employee finishing coil slitting operation coil rotated caught left hand coil divider amputating left pinky fingertip
9975,1,employee cutting beam circular saw saw slipped contacted right hand sustained amputation four finger right hand
9976,1,employee delivering feed farm employee glove hand caught auger attached trailer resulting partial amputation left index middle finger
9977,1,employee operating table saw left hand contacted blade amputating three fingertip first knuckle
9978,1,employee loading steel beam two finger smashed amputated two beam
9979,1,april employee setting die roller conveyor die shifted rolled conveyor pinching end left middle finger sustained crushing injury resulting amputation left middle fingertip
9980,1,april employee using rope change felt paper machine hand caught nip point created rope shaft sustained amputation right middle ring fingertip
9981,1,april employee mixing ingredient soup mixer exit shoot became clogged loosening clog glove became caught suffered broken right middle finger amputated right index fingertip
9982,1,employee manually feeding material punch press press amputated employee left second fingertip
9983,1,employee attempting grab operating circular saw employee right middle fingertip amputated
9984,1,employee trying unjam pin braid carrier machine right index finger caught amputated machine
9985,1,employee operating punch press employee right index finger caught amputated machine
9986,1,employee placing sheet steel shear machine shear activated via foot pedal employee right hand contacted point operation amputating index finger end nailbed first joint
9987,1,employee operating grooving machine glove caught machine right hand pulled amputating little finger machine unguarded time
9988,1,employee operating spreader sprayer machine apply fertilizer herbicide turf attempting repair replace belt machine right hand caught pulled pulley system amputating index fingertip machine locked tagged time
9989,1,employee dropping fill cube basin caught bolt installed inside basin pushed fill cube hand free fill cube cube freed pinched right hand casing panel basin amputating right index fingertip
9990,1,employee using standing drill press drill round hole aluminum gloved right hand caught ring finger pulled drill bit amputating fingertip
9991,1,employee operating laminator cart cart hit post causing laminator come rail sat employee right pinky finger pinched partially amputated frame cart laminator
